Instruction,Input,Output,materi,question_id,Template,correct_answer
Write a Python script to print the size and color of shoes in a list.,"shoes = [('size', 10), ('color', 'blue'), ('size', 8), ('color', 'green')]","def print_size_color(shoes):
    for size, color in shoes:
        print('size:', size, 'color:', color)

print_size_color(shoes)",Introduction Python,1201,"def print_size_color(shoes):
    for size, color in shoes:
        print(___)

print_size_color(shoes)","'size:', size, 'color:', color"
"Given a string, write a python program to print the next largest palindrome.","""1234""","def next_largest_palindrome(num):
    # convert string to a number
    num = int(num)
    # increment number by 1
    num += 1
    while not is_palindrome(str(num)):
        # increment number by 1
        num += 1

    return num

def is_palindrome(num):
    return num == num[::-1]

print(next_largest_palindrome(""1234""))

# Output: 1331",Introduction Python,1231,"def next_largest_palindrome(num):
    # convert string to a number
    num = int(num)
    # increment number by 1
    num += 1
    while not is_palindrome(str(num)):
        # increment number by 1
        num += 1

    return num

def is_palindrome(num):
    return num == num[::-1]

print(___))

# Output: 1331","next_largest_palindrome(""1234"""
Write a code in Python to print the following string:,"""Welcome to the amazing world of programming!""","print(""Welcome to the amazing world of programming!"")",Introduction Python,1242,print(___),"""Welcome to the amazing world of programming!"""
Create a Python program to print out the given string in all uppercase.,"""This is a test string""","string = ""This is a test string""

print(string.upper())",Introduction Python,1244,"string = ""This is a test string""

print(___))",string.upper(
Create a program in Python to generate and print all possible permutations of a given set of characters.,"[A, B, C]","import itertools
 
def permutations(characters):
 permut = itertools.permutations(characters)

 for p in list(permut): 
 print("""".join(p))

# Usage
characters = ['A', 'B', 'C']
permutations(characters)

# Output
ABC
ACB
BAC
BCA
CAB
CBA",Introduction Python,1260,"import itertools
 
def permutations(characters):
 permut = itertools.permutations(characters)

 for p in list(permut): 
 print(___))

# Usage
characters = ['A', 'B', 'C']
permutations(characters)

# Output
ABC
ACB
BAC
BCA
CAB
CBA",""""".join(p"
Upload a python program on GitHub which will print the total number of vowels in a given string.,"String = ""Hello World!""","import re

def count_vowels(string):
    vowels = re.findall(r'[aeiou]', string, re.I)
    return len(vowels)

if __name__ == '__main__':
    string = ""Hello World!""
    print(""Number of vowels in the given string:"", count_vowels(string))",Introduction Python,1266,"import re

def count_vowels(string):
    vowels = re.findall(r'[aeiou]', string, re.I)
    return len(vowels)

if __name__ == '__main__':
    string = ""Hello World!""
    print(___))","""Number of vowels in the given string:"", count_vowels(string"
Can you provide a Python script to print the largest and smallest number from a given list?,"[1, 6, 4, -3, 7, 8, 11]","def largest_smallest(arr):
    max_num = arr[0]
    min_num = arr[0]

    for i in arr:
        if i > max_num:
            max_num = i
        if i < min_num:
            min_num = i

    print(""The largest number is"", max_num, ""and the smallest number is"", min_num)",Introduction Python,1268,"def largest_smallest(arr):
    max_num = arr[0]
    min_num = arr[0]

    for i in arr:
        if i > max_num:
            max_num = i
        if i < min_num:
            min_num = i

    print(___)","""The largest number is"", max_num, ""and the smallest number is"", min_num"
Edit the following Python program to print out the key-value pair of a dictionary.,"d = {'Name': 'John', 'Age': 30, 'City': 'New York'}","d = {'Name': 'John', 'Age': 30, 'City': 'New York'}
 
for key, value in d.items():
    print(f'{key}: {value}')",Introduction Python,1342,"d = {'Name': 'John', 'Age': 30, 'City': 'New York'}
 
for key, value in d.items():
    print(___)",f'{key}: {value}'
Edit the following line of code in Python to print out the result.,print(3 + 5 x 2),print(3 + (5 * 2)),Introduction Python,1347,print(___)),3 + (5 * 2
Create a for loop in python to print all the items in the given list.,"List = [1, 2, 3, 4]","for item in List:
    print(item)",Introduction Python,1364,"for item in List:
    print(___)",item
Create a Python program to parse a CSV string and print each row in a readable format.,"CSVString = ""John Doe, 22, ABC Street, 07777\nMary Smith, 26, XYZ Street, 02222""","import csv 
  
csvString = ""John Doe, 22, ABC Street, 07777\nMary Smith, 26, XYZ Street, 02222""
  
# Convert CSV String to List
csvList = csvString.split('\n')
  
# Print each Row of CSV 
for row in csvList: 
    print(row)",Introduction Python,1394,"import csv 
  
csvString = ""John Doe, 22, ABC Street, 07777\nMary Smith, 26, XYZ Street, 02222""
  
# Convert CSV String to List
csvList = csvString.split('\n')
  
# Print each Row of CSV 
for row in csvList: 
    print(___)",row
Create a program in Python which will print the names of the top 3 numbers in a given list.,"[1, 43, 124, 87, 92]","""""""
Print the names of the top 3 numbers in a given list 
""""""
 
my_list = [1, 43, 124, 87, 92]

# Sort the list
my_list.sort(reverse=True)

# Print the top 3 numbers
print(my_list[0], ""is the first biggest number"")
print(my_list[1], ""is the second biggest number"")
print(my_list[2], ""is the third biggest number"")",Introduction Python,1396,"""""""
Print the names of the top 3 numbers in a given list 
""""""
 
my_list = [1, 43, 124, 87, 92]

# Sort the list
my_list.sort(reverse=True)

# Print the top 3 numbers
print(___)
print(my_list[1], ""is the second biggest number"")
print(my_list[2], ""is the third biggest number"")","my_list[0], ""is the first biggest number"""
Make a function to print out all substrings of a given string in Python,"str = ""coding""","def print_substrings(str):
    for i in range(len(str)):
        for j in range(i+1, len(str)+1):
            print(str[i:j])

if __name__ == ""__main__"":
    str = ""coding""
    print_substrings(str)",Introduction Python,1429,"def print_substrings(str):
    for i in range(len(str)):
        for j in range(i+1, len(str)+1):
            print(___)

if __name__ == ""__main__"":
    str = ""coding""
    print_substrings(str)",str[i:j]
Create a simple Python program to calculate the sum of two numbers and print out the result.,"Number 1: 3
Number 2: 5","num1 = 3
num2 = 5

result = num1 + num2

print(f'The sum of {num1} and {num2} is {result}')",Introduction Python,1451,"num1 = 3
num2 = 5

result = num1 + num2

print(___)",f'The sum of {num1} and {num2} is {result}'
Change the following Python code to work with python 3 and print output “My name is Mary”.,print 'My name is Mary',print('My name is Mary'),Introduction Python,1462,print(___),'My name is Mary'
Generate Python code to print the first ‘n’ elements of the Fibonacci series.,7,"def print_fibonacci_series(n):
    a, b = 0, 1
    for i in range(n):
        print(a)
        a, b = b, a + b

print_fibonacci_series(7)",Introduction Python,1463,"def print_fibonacci_series(n):
    a, b = 0, 1
    for i in range(n):
        print(___)
        a, b = b, a + b

print_fibonacci_series(7)",a
Generate a Python program which reads a string as input and removes all vowels present in the string and print out the revised string.,apple,"def removeVowels(string): 
    vowels = ('a', 'e', 'i', 'o', 'u')  
    revised_string = """"
    for letter in string:
        if letter.lower() not in vowels:
            revised_string += letter 
    return revised_string
    
string = ""apple""
reviseString = removeVowels(string)
print(""Revised string ="", reviseString)",Introduction Python,1491,"def removeVowels(string): 
    vowels = ('a', 'e', 'i', 'o', 'u')  
    revised_string = """"
    for letter in string:
        if letter.lower() not in vowels:
            revised_string += letter 
    return revised_string
    
string = ""apple""
reviseString = removeVowels(string)
print(___)","""Revised string ="", reviseString"
Create a basic Python program to classify a list of positive and negative integer numbers.,"List of numbers: [2, 4, -3, 6, -7, 0]","positive_numbers = []
negative_numbers = []

for num in numbers:
 if num > 0:
  positive_numbers.append(num)
 else:
  negative_numbers.append(num)

print('Positive numbers:', positive_numbers)
print('Negative numbers:', negative_numbers)",Introduction Python,1495,"positive_numbers = []
negative_numbers = []

for num in numbers:
 if num > 0:
  positive_numbers.append(num)
 else:
  negative_numbers.append(num)

print(___)
print('Negative numbers:', negative_numbers)","'Positive numbers:', positive_numbers"
Create a command-line program in Python which takes in three command-line arguments. The program should add the three arguments and print the result in the console.,1 6 3,"import sys

if __name__ == '__main__':
 args = sys.argv[1:]
 if len(args) != 3:
 print('Error: Not enough arguments provided')
 else:
 result = int(args[0]) + int(args[1]) + int(args[2])
 print('Result: ' + str(result))",Introduction Python,1518,"import sys

if __name__ == '__main__':
 args = sys.argv[1:]
 if len(args) != 3:
 print(___)
 else:
 result = int(args[0]) + int(args[1]) + int(args[2])
 print('Result: ' + str(result))",'Error: Not enough arguments provided'
Create a Python program to print an encrypted message using a given cipher key.,"message = ""hellohello""
cipher_key = 3","#Input
message = ""hellohello""
cipher_key = 3

#Solution
alphabet = ""abcdefghijklmnopqrstuvwxyz"";
cipher = alphabet[cipher_key:] + alphabet[:cipher_key]

encoded_message = """"
for char in message:
 encoded_message += cipher[alphabet.find(char)]

print(encoded_message) # khoorkhoor",Introduction Python,1522,"#Input
message = ""hellohello""
cipher_key = 3

#Solution
alphabet = ""abcdefghijklmnopqrstuvwxyz"";
cipher = alphabet[cipher_key:] + alphabet[:cipher_key]

encoded_message = """"
for char in message:
 encoded_message += cipher[alphabet.find(char)]

print(___) # khoorkhoor",encoded_message
Write a Python program to take a list of words as input and print all of the words with at least 4 letters.,"['apple', 'cat', 'elephant', 'banana', 'dog']","words = ['apple', 'cat', 'elephant', 'banana', 'dog']

filtered_words = []

for word in words:
    if len(word) >= 4:
        filtered_words.append(word)

print(filtered_words)",Introduction Python,1529,"words = ['apple', 'cat', 'elephant', 'banana', 'dog']

filtered_words = []

for word in words:
    if len(word) >= 4:
        filtered_words.append(word)

print(___)",filtered_words
Create a Python Program to perform a linear search on given data and print the index of the found element.,"data = [7, 4, 3, 11, 9]","def linear_search(data, target):
    for i in range(len(data)):
        if (data[i] == target):
            return i
    return -1

data = [7, 4, 3, 11, 9]
target = 11

index = linear_search(data, target)
if index != -1:
    print(""Element"", target, ""is present at index"", index)
else:
    print(""Element is not present in the given array"")",Introduction Python,1531,"def linear_search(data, target):
    for i in range(len(data)):
        if (data[i] == target):
            return i
    return -1

data = [7, 4, 3, 11, 9]
target = 11

index = linear_search(data, target)
if index != -1:
    print(___)
else:
    print(""Element is not present in the given array"")","""Element"", target, ""is present at index"", index"
Create a Python program to print out the largest palindrome number from a list of numbers.,"Example list of numbers [4, 12, 25, 98, 9989]","def is_palindrome(n):
 return str(n) == str(n)[::-1]

def largest_palindrome(nums):
 largest = 0
 for n in nums:
 if is_palindrome(n):
 largest = max(n, largest)
 return largest

nums = [4, 12, 25, 98, 9989]
largest = largest_palindrome(nums)
print(f'Largest palindrome from the list is {largest}')",Introduction Python,1558,"def is_palindrome(n):
 return str(n) == str(n)[::-1]

def largest_palindrome(nums):
 largest = 0
 for n in nums:
 if is_palindrome(n):
 largest = max(n, largest)
 return largest

nums = [4, 12, 25, 98, 9989]
largest = largest_palindrome(nums)
print(___)",f'Largest palindrome from the list is {largest}'
